Datum,Fikkersdries,Sijmons,Hemmen,Zetten,Wageningseberg,Oosterbeek
7/1/2000,1033690.33,456550.5,-,-,277413.33,163815
8/1/2000,1033690.33,456550.5,-,-,277413.33,163815
9/1/2000,1033690.33,456550.5,-,-,277413.33,163815
10/1/2000,1031150.67,456550.5,-,-,240937.33,160553
11/1/2000,1031150.67,456550.5,-,-,240937.33,160553
12/1/2000,1031150.67,456550.5,-,-,240937.33,160553
1/1/2001,995815.67,456291.33,-,-,278937.33,172382.33
2/1/2001,995815.67,456291.33,-,-,278937.33,172382.33
3/1/2001,995815.67,456291.33,-,-,278937.33,172382.33
4/1/2001,1113419.33,456291.33,-,-,346788,187426.33
5/1/2001,1113419.33,456291.33,-,-,346788,187426.33
6/1/2001,1113419.33,456291.33,-,-,346788,187426.33
7/1/2001,1204412,456291.33,-,-,305439.67,158341.67
8/1/2001,1204412,456291.33,-,-,305439.67,158341.67
9/1/2001,1204412,456291.33,-,-,305439.67,158341.67
10/1/2001,1000090.67,456291.33,-,-,256942,139925
11/1/2001,1000090.67,456291.33,-,-,256942,139925
12/1/2001,1000090.67,456291.33,-,-,256942,139925
1/1/2002,1074446,455647.29,-,-,264275,157646.67
2/1/2002,1074446,455647.29,-,-,264275,157646.67
3/1/2002,1074446,455647.29,-,-,264275,157646.67
4/1/2002,1097490.33,455647.29,-,-,306068,163370
5/1/2002,1097490.33,455647.29,-,-,306068,163370
6/1/2002,1097490.33,455647.29,-,-,306068,163370
7/1/2002,1125346.33,455647.29,-,-,282110.67,161969.67
8/1/2002,1125346.33,455647.29,-,-,282110.67,161969.67
9/1/2002,1125346.33,455647.29,-,-,282110.67,161969.67
10/1/2002,1121399.33,455647.29,-,-,281653.67,155758
11/1/2002,1121399.33,455647.29,-,-,281653.67,155758
12/1/2002,1121399.33,455647.29,-,-,281653.67,155758
1/1/2003,1131930,444498.67,-,-,270737,159453.33
2/1/2003,1131930,444498.67,-,-,270737,159453.33
3/1/2003,1131930,444498.67,-,-,270737,159453.33
4/1/2003,1217612,444498.67,-,-,296023.33,177331.67
5/1/2003,1217612,444498.67,-,-,296023.33,177331.67
6/1/2003,1217612,444498.67,-,-,296023.33,177331.67
7/1/2003,1237328.67,444498.67,-,-,287690.33,195614
8/1/2003,1237328.67,444498.67,-,-,287690.33,195614
9/1/2003,1237328.67,444498.67,-,-,287690.33,195614
10/1/2003,960612.33,444498.67,-,-,290083.67,146226.67
11/1/2003,960612.33,444498.67,-,-,290083.67,146226.67
12/1/2003,960612.33,444498.67,-,-,290083.67,146226.67
1/1/2004,1037032,443164.67,-,-,251456,160044.67
2/1/2004,1037032,443164.67,-,-,251456,160044.67
3/1/2004,1037032,443164.67,-,-,251456,160044.67
4/1/2004,1127472.33,443164.67,-,-,282472,170517.67
5/1/2004,1127472.33,443164.67,-,-,282472,170517.67
6/1/2004,1127472.33,443164.67,-,-,282472,170517.67
7/1/2004,1091174.67,443164.67,-,-,248695.67,168917
8/1/2004,1091174.67,443164.67,-,-,248695.67,168917
9/1/2004,1091174.67,443164.67,-,-,248695.67,168917
10/1/2004,1174222.67,443164.67,-,-,237821.67,164268.33
11/1/2004,1174222.67,443164.67,-,-,237821.67,164268.33
12/1/2004,1174222.67,443164.67,-,-,237821.67,164268.33
1/1/2005,1147555,421747.67,0,0,246571,160092
2/1/2005,1147555,421747.67,0,0,246571,160092
3/1/2005,1147555,421747.67,0,0,246571,160092
4/1/2005,1215053.33,453976,0,0,271022,179839.67
5/1/2005,1215053.33,453976,0,0,271022,179839.67
6/1/2005,1215053.33,453976,0,0,271022,179839.67
7/1/2005,1032737.67,422723,0,0,239255,165283
8/1/2005,1032737.67,422723,0,0,239255,165283
9/1/2005,1032737.67,422723,0,0,239255,165283
10/1/2005,1015224.67,388281.33,0,0,216770,134535
11/1/2005,1015224.67,388281.33,0,0,216770,134535
12/1/2005,1015224.67,388281.33,0,0,216770,134535
1/1/2006,1012851.33,390298.67,0,0,249713.33,158314.67
2/1/2006,1012851.33,390298.67,0,0,249713.33,158314.67
3/1/2006,1012851.33,390298.67,0,0,249713.33,158314.67
4/1/2006,1115788.33,407518.67,0,0,253924.67,186650
5/1/2006,1115788.33,407518.67,0,0,253924.67,186650
6/1/2006,1115788.33,407518.67,0,0,253924.67,186650
7/1/2006,1188416.33,461650.67,0,0,259766.67,193662.67
8/1/2006,1188416.33,461650.67,0,0,259766.67,193662.67
9/1/2006,1188416.33,461650.67,0,0,259766.67,193662.67
10/1/2006,1221710.33,354032,100751.33,96759.67,225379.33,87522.33
11/1/2006,1221710.33,354032,100751.33,96759.67,225379.33,87522.33
12/1/2006,1221710.33,354032,100751.33,96759.67,225379.33,87522.33
1/1/2007,1023926.67,288990.33,115504,175911.67,247538.67,153294.67
2/1/2007,1023926.67,288990.33,115504,175911.67,247538.67,153294.67
3/1/2007,1023926.67,288990.33,115504,175911.67,247538.67,153294.67
4/1/2007,1057771.33,297898.67,183406.67,333511.33,253938.67,166918.33
5/1/2007,1057771.33,297898.67,183406.67,333511.33,253938.67,166918.33
6/1/2007,1057771.33,297898.67,183406.67,333511.33,253938.67,166918.33
7/1/2007,973899.67,242522,81194.33,418807.33,235181.67,148703.33
8/1/2007,973899.67,242522,81194.33,418807.33,235181.67,148703.33
9/1/2007,973899.67,242522,81194.33,418807.33,235181.67,148703.33
10/1/2007,1009961.33,264097.67,78220,403038.33,239215.33,138996.33
11/1/2007,1009961.33,264097.67,78220,403038.33,239215.33,138996.33
12/1/2007,1009961.33,264097.67,78220,403038.33,239215.33,138996.33
1/1/2008,929503.33,257565.67,115537.33,400424,231272.67,142957
2/1/2008,929503.33,257565.67,115537.33,400424,231272.67,142957
3/1/2008,929503.33,257565.67,115537.33,400424,231272.67,142957
4/1/2008,955275,274262.33,155647.33,332239.67,269272.67,151961.67
5/1/2008,955275,274262.33,155647.33,332239.67,269272.67,151961.67
6/1/2008,955275,274262.33,155647.33,332239.67,269272.67,151961.67
7/1/2008,856711,252244,104043.33,350515,259127.67,132992.33
8/1/2008,856711,252244,104043.33,350515,259127.67,132992.33
9/1/2008,856711,252244,104043.33,350515,259127.67,132992.33
10/1/2008,859231,301731.67,93137,351587.67,254266.33,132869
11/1/2008,859231,301731.67,93137,351587.67,254266.33,132869
12/1/2008,859231,301731.67,93137,351587.67,254266.33,132869
1/1/2009,937429.67,254542,94401.33,344122,261918,128717.67
2/1/2009,937429.67,254542,94401.33,344122,261918,128717.67
3/1/2009,937429.67,254542,94401.33,344122,261918,128717.67
4/1/2009,1009725,286378.33,120462.33,358151,267119.33,146721.67
5/1/2009,1009725,286378.33,120462.33,358151,267119.33,146721.67
6/1/2009,1009725,286378.33,120462.33,358151,267119.33,146721.67
7/1/2009,910738,280052.33,151705.33,346065.33,266908.33,136686.33
8/1/2009,910738,280052.33,151705.33,346065.33,266908.33,136686.33
9/1/2009,910738,280052.33,151705.33,346065.33,266908.33,136686.33
10/1/2009,952435.33,337506,84990.33,327166,261130.67,149086.33
11/1/2009,952435.33,337506,84990.33,327166,261130.67,149086.33
12/1/2009,952435.33,337506,84990.33,327166,261130.67,149086.33
1/1/2010,923663.33,245685,77169.33,299776.33,257784.67,135972.33
2/1/2010,923663.33,245685,77169.33,299776.33,257784.67,135972.33
3/1/2010,923663.33,245685,77169.33,299776.33,257784.67,135972.33
4/1/2010,968657.67,271117.67,91352,347773.33,272100.33,151648.67
5/1/2010,968657.67,271117.67,91352,347773.33,272100.33,151648.67
6/1/2010,968657.67,271117.67,91352,347773.33,272100.33,151648.67
7/1/2010,892473.67,232753,96554.67,341053.67,266332.67,140949.33
8/1/2010,892473.67,232753,96554.67,341053.67,266332.67,140949.33
9/1/2010,892473.67,232753,96554.67,341053.67,266332.67,140949.33
10/1/2010,971154.33,211471.67,65589,301413.33,257792,139313
11/1/2010,971154.33,211471.67,65589,301413.33,257792,139313
12/1/2010,971154.33,211471.67,65589,301413.33,257792,139313
1/1/2011,947452.33,218088.67,86465.67,333968,264160.67,149560.33
2/1/2011,947452.33,218088.67,86465.67,333968,264160.67,149560.33
3/1/2011,947452.33,218088.67,86465.67,333968,264160.67,149560.33
4/1/2011,985883.33,266794.67,135152.33,354419,306386.67,161911
5/1/2011,985883.33,266794.67,135152.33,354419,306386.67,161911
6/1/2011,985883.33,266794.67,135152.33,354419,306386.67,161911
7/1/2011,796119.33,216763.33,154800.67,323324,258275.67,130246.33
8/1/2011,796119.33,216763.33,154800.67,323324,258275.67,130246.33
9/1/2011,796119.33,216763.33,154800.67,323324,258275.67,130246.33
10/1/2011,833005,226026,162684.67,298175.67,268804.67,131686.67
11/1/2011,833005,226026,162684.67,298175.67,268804.67,131686.67
12/1/2011,833005,226026,162684.67,298175.67,268804.67,131686.67
1/1/2012,875018.67,226668,197412.67,305287,260711,133032
2/1/2012,875018.67,226668,197412.67,305287,260711,133032
3/1/2012,875018.67,226668,197412.67,305287,260711,133032
4/1/2012,963857.33,232784.33,94678.33,344288.67,263636.67,141885.67
5/1/2012,963857.33,232784.33,94678.33,344288.67,263636.67,141885.67
6/1/2012,963857.33,232784.33,94678.33,344288.67,263636.67,141885.67
7/1/2012,896834.33,278500,156821.33,345817.67,257050,162360
8/1/2012,896834.33,278500,156821.33,345817.67,257050,162360
9/1/2012,896834.33,278500,156821.33,345817.67,257050,162360
10/1/2012,846300,267093.67,165308.67,343090.33,239220.33,140878.33
11/1/2012,846300,267093.67,165308.67,343090.33,239220.33,140878.33
12/1/2012,846300,267093.67,165308.67,343090.33,239220.33,140878.33
1/1/2013,869765.33,272737,172509.67,318593.67,244748,135306.67
2/1/2013,869765.33,272737,172509.67,318593.67,244748,135306.67
3/1/2013,869765.33,272737,172509.67,318593.67,244748,135306.67
4/1/2013,958912.67,275585,165721.67,341707.67,259595.33,161994.67
5/1/2013,958912.67,275585,165721.67,341707.67,259595.33,161994.67
6/1/2013,958912.67,275585,165721.67,341707.67,259595.33,161994.67
7/1/2013,981486.33,313190.67,167598,330475.67,267626.33,159375.33
8/1/2013,981486.33,313190.67,167598,330475.67,267626.33,159375.33
9/1/2013,981486.33,313190.67,167598,330475.67,267626.33,159375.33
10/1/2013,956188.67,277109.33,153598,290487,259108.33,132872.33
11/1/2013,956188.67,277109.33,153598,290487,259108.33,132872.33
12/1/2013,956188.67,277109.33,153598,290487,259108.33,132872.33
1/1/2014,0,0,0,0,,
2/1/2014,0,0,0,0,,
3/1/2014,0,0,0,0,,
4/1/2014,0,0,0,0,,
5/1/2014,0,0,0,0,,
6/1/2014,0,0,0,0,,
7/1/2014,0,0,0,0,,
8/1/2014,0,0,0,0,,
9/1/2014,0,0,0,0,,
10/1/2014,0,0,0,0,,
11/1/2014,0,0,0,0,,
12/1/2014,0,0,0,0,,
1/1/2015,0,0,0,0,,
2/1/2015,0,0,0,0,,
3/1/2015,0,0,0,0,,
4/1/2015,0,0,0,0,,
5/1/2015,0,0,0,0,,
6/1/2015,0,0,0,0,,
7/1/2015,0,0,0,0,,
8/1/2015,0,0,0,0,,
9/1/2015,0,0,0,0,,
10/1/2015,0,0,0,0,,
11/1/2015,0,0,0,0,,
12/1/2015,0,0,0,0,,
,,32011161,,,,
